published date,title,sentiment_score,main_theme
2020-04-08 07:00:00+00:00,Ehemalige „gorch fock“-werft in elsfleth wird stillgelegt - sz.de,-0.5536,sovereign risk
2020-04-08 07:00:00+00:00,Rohstoffabbau in bolivien: hoffnung für deutsches lithium-projekt - stuttgarter-zeitung.de,0.0,monetary policy
2020-04-08 07:00:00+00:00,Staatliches hilfspaket: tui bekommt milliardenkredit - tagesschau.de,0.0,public debt
2020-04-08 07:00:00+00:00,Coronahilfen für die wirtschaft - milliardenkredit für reisekonzern tui - deutschlandfunk,0.0,monetary policy
2020-04-08 07:00:00+00:00,Deutsche kaufen weniger klopapier - spiegel,0.0,monetary policy
2020-04-08 07:00:00+00:00,Veronika grimm über die wirtschaft in der corona-krise - sz.de,-0.7799,monetary policy
2020-04-08 07:00:00+00:00,Mit straubingschecks die lokale wirtschaft unterstützen - straubing tigers,0.0,monetary policy
2020-04-08 07:00:00+00:00,Corona-krise: appelrath cüpper beantragt insolvenz in eigenverwaltung - spiegel,-0.7155,sovereign risk
2020-04-08 07:00:00+00:00,Corona: deutsch-französischer ökonomenrat fordert mehr schulden - spiegel,0.0,monetary policy
2020-04-08 07:00:00+00:00,Deutsche post - so viele pakete wie vor weihnachten - wirtschaft - sz.de,0.0,monetary policy
2020-04-09 07:00:00+00:00,Geht es von vorne los? - ff-bz.com,0.0,sovereign risk
2020-04-09 07:00:00+00:00,Kommt die wirtschaftskrise 2020? iwf-chefin rechnet mit schlimmstem wirtschaftscrash seit der großen depression - rnd.de,-0.7757,monetary policy
2020-04-09 07:00:00+00:00,Stadt wertheim schnürt unterstützungspaket für lokale wirtschaft - main-tauber-kreis.de,0.0,monetary policy
2020-04-09 07:00:00+00:00,Viele 500-euro-scheine noch im umlauf - spiegel,0.0,interest rates
2020-04-09 07:00:00+00:00,Eu-finanzminister verhandeln erneut über corona-bonds - tagesschau.de,0.0,monetary policy
2020-04-10 07:00:00+00:00,Digitale kindheit: eine zeitreise zu tamagotchi & co. - sz.de,0.0,sovereign risk
2020-04-10 07:00:00+00:00,Beispielhafte kooperation mitten in der corona-krise: pforzheimer unternehmer entwickeln beatmungsgerät - pz-news.de,0.0,sovereign risk
2020-04-10 07:00:00+00:00,Preiskrieg um öl - fr.de,0.0,monetary policy
2020-04-11 07:00:00+00:00,Coronakrise: der schmu mit der kurzarbeit - spiegel,-0.7419,sovereign risk
2020-04-11 07:00:00+00:00,Ifo-studie: welche branchen die corona-krise am härtesten trifft - business insider deutschland,0.0,sovereign risk
2020-04-11 07:00:00+00:00,Meinung: corona-geldnot: machen sie pause vom kredit! - spiegel,0.0,monetary policy
2020-04-11 07:00:00+00:00,"""fußball zum mitnehmen - das ist schwierig"" - spiegel",-0.724,sovereign risk
2020-04-11 07:00:00+00:00,"Kretschmann, kretschmer und oliver blume im gespräch - faz",0.0,sovereign risk
2020-04-12 07:00:00+00:00,Corona-krise: 98 prozent weniger personenflugverkehr - tagesschau.de,-0.6327,sovereign risk
2020-04-12 07:00:00+00:00,Rainer jung vom bvmw: keine denkverbote zu „nach-corona“ - ak-kurier.de,0.0,sovereign risk
2020-04-12 07:00:00+00:00,Modeketten stornieren aufträge: asiens textilfabriken in der krise - tagesschau.de,-0.773,sovereign risk
2020-04-12 07:00:00+00:00,"Ecuador: bürger sollen zahlen, um regierung aus corona-chaos zu retten - amerika21.de",0.0,monetary policy
2020-04-13 07:00:00+00:00,Bedingungsloses grundeinkommen in der corona-krise? - faz,-0.7411,sovereign risk
2020-04-13 07:00:00+00:00,Günther schuh: professor ego - sz.de,0.0,sovereign risk
2020-04-13 07:00:00+00:00,Coronakrise: kia will produktion teilweise aussetzen - spiegel,-0.7184,sovereign risk
2020-04-13 07:00:00+00:00,Luftfahrt: condor-verkauf gescheitert - sz.de,-0.8828,public debt
2020-04-13 07:00:00+00:00,Corona-krise: neue chance für bedingungsloses grundeinkommen? - welt,0.0,sovereign risk
2020-04-13 07:00:00+00:00,Corona und armedangels: fair fashion hat einen vorteil in der krise - spiegel,0.0,sovereign risk
2020-04-13 07:00:00+00:00,Energie - historische öl-förderkürzung unter dach und fach - wirtschaft - sz.de,0.0,monetary policy
2020-04-14 07:00:00+00:00,Goldpreis steigt auf rekordhoch - spiegel,0.0,sovereign risk
2020-04-14 07:00:00+00:00,In österreich machen kleinere läden wieder auf - spiegel,0.0,sovereign risk
2020-04-14 07:00:00+00:00,"""nicht mehr so stark auf internationale lieferketten vertrauen"" - spiegel",-0.6774,sovereign risk
2020-04-14 07:00:00+00:00,Corona: auftragseinbruch bei elektroindustrie - vdi-nachrichten.com,-0.5299,sovereign risk
2020-04-14 07:00:00+00:00,Corona: volkswagen fordert konjunkturprogramm - spiegel,0.0,monetary policy
2020-04-14 07:00:00+00:00,Wirtschaft in bad honnef braucht unsere solidarität - honnef-heute.de,0.0,monetary policy
2020-04-14 07:00:00+00:00,Klimaschutz vs. wirtschaft: cdu-fraktionsvize jung warnt seine partei - rnd.de,0.0,sovereign risk
2020-04-14 07:00:00+00:00,«viel schlimmer als die finanzkrise 2008–2009» - srf.ch,-0.9165,monetary policy
2020-04-14 07:00:00+00:00,Corona-pandemie: iwf erwartet größten wirtschaftseinbruch seit 90 jahren - welt,0.0,monetary policy
2020-04-14 07:00:00+00:00,Geldanlage - der crash der roboter - wirtschaft - sz.de,-0.5575,monetary policy
2020-04-14 07:00:00+00:00,Mittwochsporträt - zurück im spiel - wirtschaft - sz.de,0.0,monetary policy
2020-04-15 07:00:00+00:00,Adidas - entscheidend ist im hintergrund - wirtschaft - sz.de,0.0,monetary policy
2020-04-15 07:00:00+00:00,„die wirtschaft befindet sich fast im freien fall“ - faz,0.0,sovereign risk
2020-04-15 07:00:00+00:00,Energie - viel wind um die mühlen - wirtschaft - sz.de,0.0,monetary policy
2020-04-15 07:00:00+00:00,"""sich einigeln nützt nichts"": südbadische unternehmer wollen keine abschottung der märkte - badische-zeitung.de",0.0,sovereign risk
2020-04-15 07:00:00+00:00,Medien - roboter caroline beil bei „masked singer“ enttarnt - wirtschaft - sz.de,0.0,monetary policy
2020-04-15 07:00:00+00:00,"Die ""großen vier"" im eu-parlament sprechen sich für bonds aus - euractiv de",0.0,monetary policy
2020-04-15 07:00:00+00:00,"Gipfelstürmer - kleines rad, große vision - wirtschaft - sz.de",0.0,monetary policy
2020-04-16 07:00:00+00:00,"(s+) evp-chef tusk über corona-maßnahmen: ""was die wirtschaft angeht, brauchen wir einen blitzkrieg"" - spiegel",0.0,monetary policy
2020-04-16 07:00:00+00:00,Corona-lockerungen: wirtschaft kritisiert 800-quadratmeter-grenze für läden - spiegel,0.0,monetary policy
2020-04-16 07:00:00+00:00,Wirtschaft unter schock - das investment,-0.769,monetary policy
2020-04-16 07:00:00+00:00,Wirtschaft zwischen hoffen und bangen - dw.com,0.0,monetary policy
2020-04-16 07:00:00+00:00,Tomorrowland-absage: so viel geld verliert die wirtschaft - dj mag.de,-0.7374,monetary policy
2020-04-16 07:00:00+00:00,Airbus: ex-telekom-boss rené obermann wird chef-aufseher - spiegel,0.0,sovereign risk
2020-04-16 07:00:00+00:00,Wettbewerb nrw - wirtschaft im wandel: aufbruch in zeiten der krise - rp-online.de,0.0,monetary policy
2020-04-17 07:00:00+00:00,Chinas wirtschaft schrumpft – aber was bedeutet das für deutschland? - rnd.de,0.0,sovereign risk
2020-04-17 07:00:00+00:00,Nrw – wirtschaft im wandel die jury: diese jury kürt die innovativsten unternehmen - rp-online.de,0.0,economic growth
2020-04-17 07:00:00+00:00,Galeria karstadt kaufhof klagt in nrw auf öffnung der filialen - spiegel,0.0,monetary policy
2020-04-17 07:00:00+00:00,Chinesische wirtschaft: cov beendet jahrzehntelanges wachstum - orf,0.0,economic growth
2020-04-18 07:00:00+00:00,Claas fährt serienfertigung von erntetechnik und traktoren wieder hoch › wir - wir | wirtschaft regional,0.0,economic growth
2020-04-18 07:00:00+00:00,Corona: wer zahlt am ende für die kosten der krise? - rnd.de,0.0,monetary policy
2020-04-18 07:00:00+00:00,Arbeitslosigkeit in china steigt an jetzt werden die sozialen folgen der coronakrise deutlich - tagesspiegel.de,-0.5946,sovereign risk
2020-04-19 07:00:00+00:00,Drohende zahlungsunfähigkeit: microtherm rutscht in die insolvenz - wirtschaft - pforzheimer-zeitung - pz-news.de,-0.8385,monetary policy
2020-04-19 07:00:00+00:00,Corona-hilfen: warum der staat plötzlich so viel geld ausgibt - spiegel,-0.6123,public debt
2020-04-19 07:00:00+00:00,„die deutsche wirtschaft kommt wieder auf die füße“ - faz,-0.6251,sovereign risk
2020-04-20 07:00:00+00:00,"""als gesellschaft können wir es nicht mehr lange stemmen"" - sz.de",0.0,sovereign risk
2020-04-20 07:00:00+00:00,"Der ""schraubenkönig"" reinhold würth wird 85 jahre alt - badische-zeitung.de",0.0,sovereign risk
2020-04-20 07:00:00+00:00,"""hier steppt der bär"" - sz.de",0.0,sovereign risk
2020-04-20 07:00:00+00:00,Bdew-geschäftsführerin kerstin andreae: „die wirtschaft darf sich jetzt nicht spalten lassen“ - tagesspiegel.de,0.0,sovereign risk
2020-04-20 07:00:00+00:00,Vor eu-gipfel: merkel lehnt eurobonds ab - faz,0.0,monetary policy
2020-04-21 07:00:00+00:00,Corona-pandemie sorgt für kundenansturm bei netflix - faz,0.0,sovereign risk
2020-04-21 07:00:00+00:00,Aus für doppelspitze - sie ist weg - wirtschaft - sz.de,-0.7084,monetary policy
2020-04-21 07:00:00+00:00,Italien und deutschland streiten um eurobonds: eine alte hassliebe - stuttgarter-zeitung.de,-0.5768,sovereign risk
2020-04-21 07:00:00+00:00,"""im eigenen auto sind wir sicher"" - spiegel",0.0,sovereign risk
2020-04-21 07:00:00+00:00,Historischer einbruch - ölpreis rutscht erstmals ins negative - wirtschaft - sz.de,-0.5713,monetary policy
2020-04-21 07:00:00+00:00,Corona-krise: rumänien verlangt eine ablöse für seine ärzte - faz,-0.7274,monetary policy
2020-04-21 07:00:00+00:00,Osram verlagert produktion nach berlin - spiegel,0.0,sovereign risk
2020-04-21 07:00:00+00:00,Ölpreis in den usa steigt nach historischem absturz wieder - spiegel,0.0,inflation
2020-04-21 07:00:00+00:00,Ölpreis erstmals negativ: globaler nervenkrieg - spiegel,-0.7529,sovereign risk
2020-04-21 07:00:00+00:00,Sap-chefin jennifer morgan hört schon wieder auf - sz.de,0.0,sovereign risk
2020-04-22 07:00:00+00:00,Benzinpreis fällt in coronakrise auf elf-jahres-tief - spiegel,0.0,monetary policy
2020-04-22 07:00:00+00:00,Bahngewerkschaft evg - schon wieder weg - wirtschaft - sz.de,-0.5167,monetary policy
2020-04-22 07:00:00+00:00,Bund-länder-runde zu coronavirus - lockerungen für deutschlands wirtschaft - deutschlandfunk,0.0,monetary policy
2020-04-22 07:00:00+00:00,"Masken-importeur: ""käufer stehen mit geldkoffern schlange"" - der standard",0.0,monetary policy
2020-04-22 07:00:00+00:00,Großmotoren-hersteller: rolls-royce power systems erweitert vorstand - stuttgarter-zeitung.de,0.0,sovereign risk
2020-04-22 07:00:00+00:00,Vorgaben in der corona-krise: auflagen für friseurbesuch stehen fest - stuttgarter-zeitung.de,0.0,sovereign risk
2020-04-22 07:00:00+00:00,Die öffnung der deutschen wirtschaft beginnt - telegrafi,0.0,economic growth
2020-04-23 07:00:00+00:00,Dachser: neubau für baumartkartikel - transport - die zeitung für den güterverkehr,0.0,sovereign risk
2020-04-23 07:00:00+00:00,"Gfk: verbraucherstimmung ""im freien fall"" - tagesschau.de",0.0,sovereign risk
2020-04-23 07:00:00+00:00,"Flasche voll, kasse leer - ff-bz.com",0.0,monetary policy
2020-04-23 07:00:00+00:00,Kadia fertigt wichtige teile für beatmungsgeräte - ntz.de,0.0,sovereign risk
2020-04-23 07:00:00+00:00,Pmi:deutsche wirtschaft verzeichnet rekordrückgänge - trans.info,0.0,monetary policy
2020-04-23 07:00:00+00:00,Bvdw-studie: so glaubwürdig sind influencer aus sicht der deutschen - www.horizont.net,0.6577,sovereign risk
2020-04-23 07:00:00+00:00,Scholz drängt auf einigung zu coronabonds - euractiv de,0.0,sovereign risk
2020-04-23 07:00:00+00:00,So gefährlich ist der niedrige ölpreis - sz.de,-0.9064,monetary policy
2020-04-23 07:00:00+00:00,"""alle brauchen jetzt dringend einen haarschnitt"" - meinbezirk.at",-0.5384,sovereign risk
2020-04-24 07:00:00+00:00,Neumünster: outlet-center darf nach gerichtsurteil wieder öffnen - spiegel,0.0,sovereign risk
2020-04-24 07:00:00+00:00,"Wirtschaft regional: eine saubere sache, auch in düsteren corona-zeiten - augsburger-allgemeine.de",0.5124,monetary policy
2020-04-24 07:00:00+00:00,Konjunktur-barometer fallen dramatisch: saar-wirtschaft steht unter corona-schock - saarbruecker-zeitung.de,-0.7343,monetary policy
2020-04-24 07:00:00+00:00,Coronavirus sorgt für mehr kontaktloses bezahlen - tagesschau.de,0.0,monetary policy
2020-04-24 07:00:00+00:00,„dat backhus“ meldet insolvenz an - allgemeine bäckerzeitung,-0.5965,public debt
2020-04-24 07:00:00+00:00,Der internationale währungsfonds wird die wirtschaft des kosovo weiterhin unterstützen. - telegrafi,0.0,monetary policy
2020-04-26 07:00:00+00:00,Schwarze woche für die wirtschaft? zahlen mit spannung erwartet - rnd.de,0.0,monetary policy
2020-04-26 07:00:00+00:00,Wegweisende arbeiten an der gashochdruckleitung - pf-bits.de,0.0,sovereign risk
2020-04-26 07:00:00+00:00,Marcel ospel gestorben - eine umstrittene figur der schweizer wirtschaft - srf.ch,-0.9063,monetary policy
2020-04-27 07:00:00+00:00,Corona schafft arbeitslose: corona und die wirtschaft geht den bach runter. aktuell 10 millionen kurzarbeiter - lokalkompass.de,-0.4848,sovereign risk
2020-04-27 07:00:00+00:00,„man redet heute aneinander vorbei“ - fr.de,0.0,sovereign risk
2020-04-27 07:00:00+00:00,Matura im corona-jahr - schüler wollen keine abschlussprüfung – zum ärger der wirtschaft - srf.ch,-0.6941,sovereign risk
2020-04-27 07:00:00+00:00,The encyclopedia of german world market leaders on ddw - die deutsche wirtschaft,0.0,monetary policy
2020-04-27 07:00:00+00:00,800.000 euro schmerzensgeld nach behandlungsfehler - ärzte zeitung,-0.6745,monetary policy
2020-04-27 07:00:00+00:00,Weiße weste und schwarze zahlen: zebras kommen in der startup-szene an - deutsche-startups.de,0.0,sovereign risk
2020-04-27 07:00:00+00:00,Wirtschaft: digitale durchstarterinnen aus oettingen - augsburger-allgemeine.de,0.0,monetary policy
2020-04-27 07:00:00+00:00,Autoindustrie in der corona-krise: volkswagen startet produktion mit geringer auslastung - stuttgarter-zeitung.de,0.0,sovereign risk
2020-04-27 07:00:00+00:00,Corona: deutsche horteten im märz stärker bargeld - spiegel,0.0,monetary policy
2020-04-27 07:00:00+00:00,Umfrage: hamburger spediteure leiden unter corona - transport - die zeitung für den güterverkehr,0.0,sovereign risk
2020-04-27 07:00:00+00:00,"„für viele bin ich der böse, der die wirtschaft lähmt“ - welt",-0.8939,monetary policy
2020-04-27 07:00:00+00:00,"Klimaschutz: wirtschaft stellt ""green deal"" infrage - tagesschau.de",0.0,monetary policy
2020-04-28 07:00:00+00:00,Flughafen berlin brandenburg: ber darf eröffnet werden - die zeit,0.0,sovereign risk
2020-04-28 07:00:00+00:00,Wirtschaft in der coronakrise - mehr staat wagen? - deutschlandfunk kultur,0.0,sovereign risk
2020-04-28 07:00:00+00:00,"„wir müssen weiter wachsen, ob wir wollen oder nicht“ - deutschlandfunk kultur",0.0,inflation
2020-04-28 07:00:00+00:00,Nachhaltigkeit in der deutschen wirtschaft: greenwashing oder aufbruch in ein grünes wirtschaftswunder? - statista,0.0,sovereign risk
2020-04-28 07:00:00+00:00,Online-autokauf bei autoscout24 - auto & wirtschaft,0.0,monetary policy
2020-04-28 07:00:00+00:00,"Wirtschaftliche ungleichheit und ""systemerhalter"" - der standard",-0.5349,monetary policy
2020-04-29 07:00:00+00:00,"Die tischlerei sterling sieht in der coronakrise eine chance, die regionale wirtschaft zu stärken - unterkaerntner.at",0.0,monetary policy
2020-04-29 07:00:00+00:00,"12.18. zur coronakrise: jörg lindner: „deutsche wirtschaft wird ohne größeren diskurs hingerichtet"" - allgemeine hotel- und gastronomie-zeitung | ahgz",0.0,monetary policy
2020-04-29 07:00:00+00:00,Us-wirtschaft bricht stärker ein als befürchtet - spiegel,-0.4834,sovereign risk
2020-04-29 07:00:00+00:00,Deutschland beendet zusammenarbeit mit jedem dritten entwicklungsland - faz,0.0,sovereign risk
2020-04-29 07:00:00+00:00,Schere arm reich: in deutschland bleibt sie groß - sz.de,0.0,economic growth
2020-04-29 07:00:00+00:00,Wirtschaft im landkreis freising - commerzbank kommt kunden entgegen - freising - sz.de,0.0,monetary policy
2020-04-29 07:00:00+00:00,World trade in 2020: the show must go on! - iwkoeln.de,0.6991,sovereign risk
2020-04-30 07:00:00+00:00,"""der letzte sargnagel für den neoliberalismus"" - spiegel",-0.5983,sovereign risk
2020-04-30 07:00:00+00:00,Vapiano: restaurantkette steht nach insolvenz zum verkauf - spiegel,-0.6035,sovereign risk
2020-04-30 07:00:00+00:00,"Tesla-chef elon musk bezeichnet corona-einschränkungen als ""faschistisch"" - spiegel",0.0,sovereign risk
2020-04-30 07:00:00+00:00,Eugh-gutachten: abschaltsoftware grundsätzlich verboten - tagesschau.de,0.0,sovereign risk
2020-04-30 07:00:00+00:00,Oecd: bei steuern und abgaben ist deutschland spitzenreiter - welt,-0.5973,monetary policy
2020-04-30 07:00:00+00:00,Diw-chef fratzscher: corona zeigt stärke des staats - faz,0.0,sovereign risk
2020-04-30 07:00:00+00:00,"Niedersachsen während und nach der corona-krise – die wirtschaft in blick, der mensch im mittelpunkt - niedersachsen.dgb.de",0.0,monetary policy
2020-05-01 07:00:00+00:00,"Arbeitsmarkt: mut, geduld und einsicht - volksfreund.de",0.0,monetary policy
2020-05-01 07:00:00+00:00,"Coronavirus: melinda gates wäre stolz, deutsche zu sein - sz.de",0.4566,sovereign risk
2020-05-01 07:00:00+00:00,Meinung: george soros fordert ewige anleihen: die eu muss sich zusammenraufen - oder sie zerfällt - spiegel,-0.6531,inflation
2020-05-02 07:00:00+00:00,Digitalisierung: mit corona schafft deutschland das bisher unmögliche - welt,0.0,sovereign risk
2020-05-02 07:00:00+00:00,Coronavirus: örv begrüßt maßnahmen zur ankurbelung der wirtschaft - bauernzeitung.at,-0.5232,economic growth
2020-05-02 07:00:00+00:00,Müller fleisch in pforzheim: die fabrik der infizierten - spiegel,0.0,sovereign risk
2020-05-02 07:00:00+00:00,Veronika grimm ist neue wirtschaftsweise und energie-expertin - faz,0.0,monetary policy
2020-05-02 07:00:00+00:00,Der tag mit birgit marschall - wie corona wirtschaft und gesellschaft verändert - deutschlandfunk kultur,0.0,monetary policy
2020-05-02 07:00:00+00:00,Gehamstert haben vor allem junge menschen - sz.de,-0.6633,inflation
2020-05-02 07:00:00+00:00,Iran: vom corona-kollaps weit entfernt - faz,0.0,sovereign risk
2020-05-03 07:00:00+00:00,Berkshire hathaway: holdinggesellschaft von warren buffett macht 50 milliarden dollar verlust - spiegel,0.0,interest rates
2020-05-03 07:00:00+00:00,Nahaufnahme - rebellische millionenerbin - wirtschaft - sz.de,0.0,monetary policy
2020-05-03 07:00:00+00:00,Wie viel politik benötigt die wirtschaft in der coronakrise? - wirtschaftswoche,0.0,sovereign risk
2020-05-03 07:00:00+00:00,„katastrophe nach nur zwei wochen lockdown“ - focus online,-0.8171,sovereign risk
2020-05-04 07:00:00+00:00,Ryanair streicht am tag der arbeit 3.000 stellen - euractiv de,0.0,monetary policy
