Unnamed: 0,url,title,description,published,publisher,source,matched_pattern,week,relevance_score,matched_keywords,date,date_clean,title_translated,sentiment_score
10,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZ2R6dlNvSENRRENEUldTVkhYSzF1dm9EQkNXX1NWdWJBOUtnRkwzWklmbElZYWdyMlNQSnRjUEsyN2NWWkp3dmxiS1Q0UGc3ZzVYa3BtN1hFQ2lwSEJWakdveTdfdk9UQzZCSnpFdzR3VGw4Umg2ekdabUpTdVJYOUxCYTJ0TkFuMlpCaTFvOUgwVnNlMWEwTlFZX1pfcVo5b0NCT0hFMERacHZ6VHhLa2g2THVnaUxKaFFzYnBrRGoyd1NiLXQxaWNtMnVXZDktUnZ1RzFoenM?oc=5&hl=en-US&gl=US&ceid=US:en,La Prix Nobel Esther Duflo prend la tête de l’Ecole d’économie de Paris - Libération,La Prix Nobel Esther Duflo prend la tête de l’Ecole d’économie de Paris  Libération,"Thu, 11 Jan 2024 08:00:00 GMT","{'href': 'https://www.liberation.fr', 'title': 'Libération'}",liberation.fr,liberation,2024-01-09,2,['prix'],2024-01-11 08:00:00,2024-01-11,The Nobel Prize-winning Esther Duflo takes the lead in the Ecole d'économie de Paris - Libération,0.0
11,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZV80X2dSbWpJOUhZaGE5QUt3eEJFYm5Db0thd0xGWEFLbzlFSDlYdXVWSkY2WG53cWNWWVRLRkFaZ2VqcjVWdXZIdjZ3eVdCRFBBVTE4UUVhNHAyQ3NqV3prMmdVTlFZZkxUTzhPdWNSUDBvUHZKY0x1YU1DeVF6TG1rNl9ESFR4aWtzeFFqNG9MbWpyMEg2RUJod0Utc0RmM1lzamxVLVZoV3Ryalo0YW5ITGdBcm80VUpJTzZDQjI3UVlIZk9pZ25UYkJqb2Z1UHFnSkVVLUZVaFg4dGc?oc=5&hl=en-US&gl=US&ceid=US:en,"Electricité : derrière l’augmentation des prix, le retour d’une taxe - L'Express","Electricité : derrière l’augmentation des prix, le retour d’une taxe  L'Express","Thu, 11 Jan 2024 08:00:00 GMT","{'href': 'https://www.lexpress.fr', 'title': ""L'Express""}",lexpress.fr,express,2024-01-09,2,['prix'],2024-01-11 08:00:00,2024-01-11,"Electricity: behind the price increase, the return of a tax - L'Express",0.0
12,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQOUFtSDJPb1F5bjhpLWptUlhleUpyc1VrSXBRa1o5T1Q2eU1MMlVEM3d2REpJaVVFYzlMVmw0bVF0RmhJbm9kYVlhVDI2LVhCV0ZYMVphd0dhWGVycDFiYndKN04tWUdDbHJaOHpMdm1aa1k3OGpNQlAtXy1tQVhZUl9vX24wc3ZreXlGc2VKLUltM2ZmTEVPMDdLOG9NMlN3dVAybnZ3cXBHRDBHbE5sMnB4MWNjMkoxOTlDc2pHM2lMNG1nYnZXd3J0VkowUUF0MHc?oc=5&hl=en-US&gl=US&ceid=US:en,"Esther Duflo, Prix Nobel 2019, va diriger l’Ecole d’économie de Paris - Le Monde.fr","Esther Duflo, Prix Nobel 2019, va diriger l’Ecole d’économie de Paris  Le Monde.fr","Fri, 12 Jan 2024 08:00:00 GMT","{'href': 'https://www.lemonde.fr', 'title': 'Le Monde.fr'}",lemonde.fr,lemonde,2024-01-09,2,['prix'],2024-01-12 08:00:00,2024-01-12,"Esther Duflo, 2019 Nobel Prize winner, will lead the Ecole d'économie de Paris - Le Monde.fr",0.0
13,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQY2oydGhrd2hmeDI3cEtXY3RZWkJEamlQR1JsVFFHYzBiTFhvdmo1MjgzMXB4YWRJQzlweXBzbTltRzR0TjFVREM1MlM3VloxcFVGdTVRQnN3SDBneHlDZFlQbkRfYW9ETWhxeFpYOU53V1RlY1ZlMHJJR2JRY3ZyTjdOUXpFdHplOGltR3JvdldzRnFCUEV4dW40VVBaUUtabk9FUElGZWRucG1OUDBIa2hVVFpSV1VLX2Zj?oc=5&hl=en-US&gl=US&ceid=US:en,"Esther Duflo, un prix Nobel à la tête de l'Ecole d'économie de Paris - Les Echos","Esther Duflo, un prix Nobel à la tête de l'Ecole d'économie de Paris  Les Echos","Fri, 12 Jan 2024 08:00:00 GMT","{'href': 'https://www.lesechos.fr', 'title': 'Les Echos'}",lesechos.fr,echos,2024-01-09,2,['prix'],2024-01-12 08:00:00,2024-01-12,"Esther Duflo, Nobel laureate at the head of the Ecole d'économie de Paris - Les Echos",0.0
14,https://news.google.com/rss/articles/CBMinwJBVV95cUxOSGJZNE1Fc3BibnQtOGJwS2JnX280Um5aZkhfeUlfMmhxekI3NnIzUXFpZzVxT3lPOGY1SnZoS195bzFNMHNlVDRPUXdNcDRRaU1iTlFnaWNsZlVqU2lPNVNxaDcxSEdGYU44WExwOFlpb0hpVFBNQ3ZIZmdkUVZSc1FoMjNvWVUySVgwaGY0bkl4dlZ1SjlKbTZwWVFJOUt2UWp0UVBlUTdhZG5jbFdjX2dHUndkcnJ5ekFYVWUxcVl1Y0hyXzlkMmhnTWNGUTAzM01KWUJobzVqTmVLc3FMbXBoaGxwdVRuSENRMk50RDlBbXJPQ01jemc2d2loOS02cTIwSTBhYmlOd21IOWFiZ3E5WERveXJyeHdUOXBtcw?oc=5&hl=en-US&gl=US&ceid=US:en,"Remaniement : le nouveau gouvernement de Gabriel Attal est un ""patchwork politique"", selon la chercheuse Delphine Dulong - franceinfo","Remaniement : le nouveau gouvernement de Gabriel Attal est un ""patchwork politique"", selon la chercheuse Delphine Dulong  franceinfo","Fri, 12 Jan 2024 08:00:00 GMT","{'href': 'https://www.franceinfo.fr', 'title': 'franceinfo'}",franceinfo.fr,franceinfo,2024-01-09,4,['gouvernement'],2024-01-12 08:00:00,2024-01-12,"Reshaping: Gabriel Attal's new government is a ""political parchwork"", according to researcher Delphine Dulong - franceinfo",-0.6881
15,https://news.google.com/rss/articles/CBMi7gFBVV95cUxNTFQ1dThWRXlvUXVRNjZuaG9CSjlrSnppLVVYXzQxY18zanhzZ25VbWxpMkhNRWJLZ2NmbnVBdVNuNjFIUHhxdnV0RExIbFZlTGhjOWRsY0pWdHV4TlMtc0ZsMWlmeE5OSkcxNUhVZnBuSGVFZXNaZjZEVlA1anppWUl3TENnOWFqTC1sQzVMVkdUMGQ1Y0wtM0oxOWlITGxiNFY3Z2lKLVY0eFgtbmJsSGdjbm1Qd241cnFHbDlwMGJzRVIzVzV0SEU1OVk2c2tLekZoNF9xWjVSbXlmTkZtU0FXWDFERWlfYTlxRFBR?oc=5&hl=en-US&gl=US&ceid=US:en,"""2 millions d'emplois et 162 milliards d'euros"": le maire de Londres dénonce le coût du Brexit - BFM","""2 millions d'emplois et 162 milliards d'euros"": le maire de Londres dénonce le coût du Brexit  BFM","Fri, 12 Jan 2024 08:00:00 GMT","{'href': 'https://www.bfmtv.com', 'title': 'BFM'}",bfmtv.com,bfm,2024-01-09,4,['emploi'],2024-01-12 08:00:00,2024-01-12,"""2 million jobs and 162 billion euros"": Mayor of London denounces the cost of Brexit - BFM",-0.7453
16,https://news.google.com/rss/articles/CBMihAJBVV95cUxPX2pTbmtJU1VsNzVGRDAzb1BWajlIUGcycTNGanBxb2dKQWF4LVlhd0xxbnl4SXZ3MFdJODlJdGJDdEhuM3dZWWtnUTNKZktPUURodk1tRlpiVVFobk1LREp2TjdBby04VTMwVUpITnR5eWpQZWUySHRUTkZkU25YS1dYVGZlUzgta1hSRndQVlpwNTJvLVIwQ3NsUDNkV3ZKYnhPdlFZcFNZVVNkbmNUVUxCOFViY3NrRm1OQmpON216cXZaMGJpejUyX2tUdzNKZnY3Z2M1T055WTJlX0Q2R3dQR3VMLU5ya1RUWk1zVDduRW1Ca3JIZFVIT0hTc3MtNmI4Mg?oc=5&hl=en-US&gl=US&ceid=US:en,"Bertrand Dumont nouveau dirigeant du Trésor, Jérôme Fournel directeur de cabinet à Bercy - BFM","Bertrand Dumont nouveau dirigeant du Trésor, Jérôme Fournel directeur de cabinet à Bercy  BFM","Fri, 12 Jan 2024 08:00:00 GMT","{'href': 'https://www.bfmtv.com', 'title': 'BFM'}",bfmtv.com,bfm,2024-01-09,6,['trésor'],2024-01-12 08:00:00,2024-01-12,"Bertrand Dumont new Chief Executive Officer of the Treasury, Jérôme Fournel Chief of Staff at Bercy - BFM",0.0
17,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQSmMyLXVHZTBvSnNaUHVOUVNjbEU3TDQzN0VrTTdXZnV5RVJaek5zcUVhM01HMlgwaGZxTmgzb1BFeGl6SWo0Mzh3SHJiSExUR0JDTi1tU25MMzY4cHdMUHJnYXRuV0lVdXBPS1l1cnFaaEQ5Ny1abkg4dmFuRi1raWFaNnVyUWlJbksxWXZOdnZmODRJcXhUaTBEYVVPWEVLamZ4N1dYVE9fbllMY0MwZGtWWDNZZzgzN0theDhrdmJqREFmSUJuX0RqYVZrRVIwSUVNNHJ6c0xseHl6REt1YllRWQ?oc=5&hl=en-US&gl=US&ceid=US:en,Gouvernement Attal : l’économie en marche ? Les informés de l'éco du 13 janvier - franceinfo,Gouvernement Attal : l’économie en marche ? Les informés de l'éco du 13 janvier  franceinfo,"Sat, 13 Jan 2024 08:00:00 GMT","{'href': 'https://www.franceinfo.fr', 'title': 'franceinfo'}",franceinfo.fr,franceinfo,2024-01-09,4,['gouvernement'],2024-01-13 08:00:00,2024-01-13,Government Attal: the economy on the move ? The informed of the January 13 eco - franceinfo,0.0
18,https://news.google.com/rss/articles/CBMi9AFBVV95cUxPNFVqeE1sV3NYQW9LaFRkT0VnUGdlcnBvNUd1eGNzb0lJOGFub1VkaE9TUnJINnlYRjFBU0N2bndpVWhjMFJHN2paWmR0Q1MyNVFpbkpTYkJxVjNnd1NncWxtMkNxYW1Ga2xaaFgtdE9hODdjY3otNmZKYWZPSjhmbjE5Y19mSkN3SVE3cUJDaGJKQ25ob1NiSVRiUTZkT0FiNzhwRXJfWl9MWDVEUU01XzhVdHViTS16bVBQVV9RbEpsbmg0NEc4WjZHUHpPTWZ1UEJJVEhwbGx3N09fbnNkY0cwOEJkNjFydENkNjdTUU9lWWxt?oc=5&hl=en-US&gl=US&ceid=US:en,"Une « Histoire économique de la France » résume deux mille ans de crises, d’expansion et de fiscalité - Le Monde.fr","Une « Histoire économique de la France » résume deux mille ans de crises, d’expansion et de fiscalité  Le Monde.fr","Tue, 16 Jan 2024 08:00:00 GMT","{'href': 'https://www.lemonde.fr', 'title': 'Le Monde.fr'}",lemonde.fr,lemonde,2024-01-09,4,['crise'],2024-01-16 08:00:00,2024-01-16,"A ""Economic History of France"" summarizes two thousand years of crises, expansion and taxation - Le Monde.fr",0.0
19,https://news.google.com/rss/articles/CBMizAFBVV95cUxQSW83UVg3Y1ZLeV9LaWVvTHJUei15Ym1hanAzcmhRd3lIOXl0eEdEU1dHZVRXTEFoWk9ramRJVkxkZkdyUHhULVBwckdzTzNVWlpOcUt3cjBhLVZXcHlYWndFWFV5bnJMeEtaLVM2OF9JN3Q2Y0RJaTZGVnZJWTlvVklTN21VZ0ZtbnFuSHp3WmNRVFdNTUlsWFphQUZ0TWlKNDRnNlhJM0VPYlNpbnh3WGs2QjJqam9YZ3NGVUhUMGpXNm5zdFFFS3k3c3c?oc=5&hl=en-US&gl=US&ceid=US:en,L’économie allemande est officiellement tombée en récession en 2023 - franceinfo,L’économie allemande est officiellement tombée en récession en 2023  franceinfo,"Tue, 16 Jan 2024 08:00:00 GMT","{'href': 'https://www.franceinfo.fr', 'title': 'franceinfo'}",franceinfo.fr,franceinfo,2024-01-09,6,['récession'],2024-01-16 08:00:00,2024-01-16,The German economy officially fell into recession in 2023 - franceinfo,-0.8944
20,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPQWg1QWRfXzgwaS1CR3VfbGJ5RmUwbC1yazVodHNvaWQ4NS1rQ1RXVHl4NDkyNkEyRjFUU3ZyVF80WHlqUGJlT3diSVVGclBNOThMSTZDUzUyUWVSLW1iMmptZ0Q5QTJTVTJRTHFmYTVhMjYxN2pEU0lRNkV5dmxwbmJZa0F2M2VPcTBZWmUtUXpINlpJZ2c3YzNsMHVsNUc4bGFWZ2M5OE1udFlZZjN0YS05eW1UZDQ1dEdFUlhST1p6Yk5rWE1IYkE2NXduMVUzV1RQYTZ1aUZmS0ppZnlN?oc=5&hl=en-US&gl=US&ceid=US:en,La France est redevenue première exportatrice d’électricité en Europe en 2023 - Le Monde.fr,La France est redevenue première exportatrice d’électricité en Europe en 2023  Le Monde.fr,"Wed, 17 Jan 2024 08:00:00 GMT","{'href': 'https://www.lemonde.fr', 'title': 'Le Monde.fr'}",lemonde.fr,lemonde,2024-01-17,4,['électricité'],2024-01-17 08:00:00,2024-01-17,France became Europe's first electricity exporter again in 2023 - Le Monde.fr,0.0
21,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOSWU4cFdzVEV6bTRfVjEzLTcyb2xHYl83VkxGYlBUbEQ3LWNqcDNkMUdLVDZmbGdWRkhVNXk4UzQ4TkNGVl9nVnpKYTlnXzE2LWIwaFM4UXBCc3ZXSGcxV1RfeHJXNW1QZ0RtS19hdkFKV0cyMGhBZXpfNUplTEd0UWpNY0p2S2NnNjduN0M4TG1QWWdwSzlLNzBGd3dMMC1zTUxlLXhsZldpOWhQNUhrLWI3LTktc0NzQXlPUWxUSXE4MGVuYWFkeDU2QjAxZkV1YU5LTVJ2TUxXdw?oc=5&hl=en-US&gl=US&ceid=US:en,"« Les émeutes de juillet 2023, dernier épisode d’une crise politique sans fin » - Le Monde.fr","« Les émeutes de juillet 2023, dernier épisode d’une crise politique sans fin »  Le Monde.fr","Wed, 17 Jan 2024 08:00:00 GMT","{'href': 'https://www.lemonde.fr', 'title': 'Le Monde.fr'}",lemonde.fr,lemonde,2024-01-17,4,['crise'],2024-01-17 08:00:00,2024-01-17,"""The riots of July 2023, the last episode of an endless political crisis"" - Le Monde.fr",0.0
22,https://news.google.com/rss/articles/CBMimwFBVV95cUxQMXNBMms4cnQtM3hsVnNmNlFOWmJlRk9KdUFBX1J2NVpTWjh1djdPRUVLQTFJRkNzMlNQUm40U3pNSTFDdkVrb2ZBWVE2cWFwNmVxNHpyak1wYnBKSHhEdzlQRUJ6bnhUS2ZrZmNqNDByWTZ3UUNVcmtxVXVIZ3hrWDNuVjIxUmljNFF1RWJnd2JJdThuT040bFNVMA?oc=5&hl=en-US&gl=US&ceid=US:en,L'économie chinoise minée par une crise de confiance - Les Echos,L'économie chinoise minée par une crise de confiance  Les Echos,"Wed, 17 Jan 2024 08:00:00 GMT","{'href': 'https://www.lesechos.fr', 'title': 'Les Echos'}",lesechos.fr,echos,2024-01-17,4,['crise'],2024-01-17 08:00:00,2024-01-17,China's economy undermined by a crisis of confidence - Les Echos,-0.8804
